participant,gender,age,language,logical_training,trial_type,card_type,guess_type,card,guess,response,aim,comments,response_type,order,duration
anon77,female,23,English,No,X_XorY,X,XorY,cat,catorele,right,unsure,NA,binary,NA,NA
anon77,female,23,English,No,X_X,X,X,ele,ele,right,unsure,NA,binary,NA,NA
anon77,female,23,English,No,X_Z,X,Z,ele,dog,wrong,unsure,NA,binary,NA,NA
anon77,female,23,English,No,X_XandY,X,XandY,ele,catandele,wrong,unsure,NA,binary,NA,NA
anon77,female,23,English,No,XY_Z,XY,Z,dogele,cat,wrong,unsure,NA,binary,NA,NA
anon77,female,23,English,No,X_Z,X,Z,cat,dog,wrong,unsure,NA,binary,NA,NA
anon77,female,23,English,No,X_XandY,X,XandY,cat,catanddog,wrong,unsure,NA,binary,NA,NA
anon78,female,33,english,No,XY_X,XY,X,catele,cat,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_XorY,X,XorY,ele,catorele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_Z,X,Z,ele,dog,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_XorY,XY,XorY,dogele,dogorele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_XorY,XY,XorY,catdog,catordog,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_Z,XY,Z,dogele,cat,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_XandY,XY,XandY,dogele,dogandele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_XandY,XY,XandY,catdog,catanddog,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_X,X,X,ele,ele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_Z,XY,Z,catele,dog,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_XorY,XY,XorY,catele,catorele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_XandY,X,XandY,cat,catanddog,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_XandY,X,XandY,cat,catandele,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_Z,X,Z,ele,cat,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_X,XY,X,dogele,ele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_XorY,X,XorY,dog,dogorele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_X,X,X,dog,dog,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_X,XY,X,dogele,dog,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_X,X,X,cat,cat,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_XandY,XY,XandY,catele,catandele,right,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_Z,X,Z,cat,dog,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_XandY,X,XandY,dog,dogandele,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,X_XorY,X,XorY,ele,dogorele,wrong,i don't know,no,binary,NA,NA
anon78,female,33,english,No,XY_Z,XY,Z,catdog,ele,wrong,i don't know,no,binary,NA,NA
anon79,male,33,english,No,X_X,X,X,dog,dog,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_Z,XY,Z,catdog,ele,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_XorY,XY,XorY,catele,catorele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_XorY,XY,XorY,catdog,catordog,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_X,X,X,cat,cat,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_Z,XY,Z,dogele,cat,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_XorY,X,XorY,ele,catorele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_XandY,X,XandY,cat,catanddog,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_X,XY,X,catele,cat,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_XandY,XY,XandY,catele,catandele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_Z,X,Z,dog,ele,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_XandY,X,XandY,cat,catandele,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_XandY,XY,XandY,dogele,dogandele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_XorY,X,XorY,ele,dogorele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_X,XY,X,dogele,dog,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_X,X,X,ele,ele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_XandY,XY,XandY,catdog,catanddog,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_Z,X,Z,ele,dog,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_XandY,X,XandY,dog,catanddog,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_Z,XY,Z,catele,dog,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_Z,X,Z,cat,ele,wrong,no idea,none,binary,NA,NA
anon79,male,33,english,No,X_XorY,X,XorY,dog,dogorele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_XorY,XY,XorY,dogele,dogorele,right,no idea,none,binary,NA,NA
anon79,male,33,english,No,XY_X,XY,X,catdog,dog,right,no idea,none,binary,NA,NA
anon8,male,26,English,No,X_XorY,X,XorY,dog,catordog,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_Z,XY,Z,catdog,ele,wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_XandY,X,XandY,dog,catanddog,kinda wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_XandY,X,XandY,dog,dogandele,kinda wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_Z,X,Z,cat,dog,wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_XandY,XY,XandY,dogele,dogandele,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_XorY,X,XorY,ele,dogorele,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_Z,X,Z,cat,ele,wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_XandY,XY,XandY,catdog,catanddog,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_X,X,X,cat,cat,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_X,XY,X,catele,cat,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_X,X,X,ele,ele,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_XorY,XY,XorY,dogele,dogorele,kinda right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_Z,X,Z,ele,cat,wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_XorY,X,XorY,cat,catorele,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_Z,XY,Z,dogele,cat,wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_XorY,XY,XorY,catdog,catordog,kinda right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_Z,XY,Z,catele,dog,wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_X,XY,X,catdog,cat,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_XorY,XY,XorY,catele,catorele,kinda right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_XandY,XY,XandY,catele,catandele,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_X,X,X,dog,dog,right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,X_XandY,X,XandY,cat,catanddog,kinda wrong,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon8,male,26,English,No,XY_X,XY,X,dogele,dog,kinda right,"I'm guessing it was to look at how we distinguished right from wrong in the borderlines. That is, the 'mostly right' and 'mostly wrong' answers.",No issues.,quatenary,NA,NA
anon80,male,63,English,No,X_XorY,X,XorY,ele,catorele,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_X,X,X,dog,dog,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_XorY,XY,XorY,catele,catorele,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_XandY,X,XandY,dog,dogandele,kinda right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_XandY,X,XandY,ele,catandele,kinda right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_X,X,X,ele,ele,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_Z,XY,Z,dogele,cat,wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_X,XY,X,catdog,cat,kinda right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_Z,XY,Z,catdog,ele,wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_Z,X,Z,cat,ele,wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_X,X,X,cat,cat,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_X,XY,X,catele,ele,kinda right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_XorY,XY,XorY,catdog,catordog,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_XandY,XY,XandY,dogele,dogandele,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_X,XY,X,dogele,ele,kinda right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_XandY,XY,XandY,catdog,catanddog,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_Z,X,Z,dog,ele,wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_Z,X,Z,dog,cat,wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_XandY,XY,XandY,catele,catandele,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_XorY,X,XorY,cat,catorele,wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_Z,XY,Z,catele,dog,wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_XandY,X,XandY,cat,catanddog,kinda wrong,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,XY_XorY,XY,XorY,dogele,dogorele,right,Perceptions of choices,No issues,quatenary,NA,NA
anon80,male,63,English,No,X_XorY,X,XorY,ele,dogorele,right,Perceptions of choices,No issues,quatenary,NA,NA
anon83,female,29,english,No,X_XorY,X,XorY,dog,catordog,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_X,XY,X,dogele,ele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_Z,XY,Z,catele,dog,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_XandY,XY,XandY,dogele,dogandele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_XorY,X,XorY,cat,catordog,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_Z,XY,Z,catdog,ele,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_Z,XY,Z,dogele,cat,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_XandY,XY,XandY,catdog,catanddog,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_Z,X,Z,ele,dog,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_XandY,X,XandY,cat,catandele,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_X,X,X,ele,ele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_Z,X,Z,dog,cat,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_XorY,XY,XorY,catele,catorele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_Z,X,Z,ele,cat,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_XorY,X,XorY,cat,catorele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_X,X,X,dog,dog,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_XandY,X,XandY,dog,catanddog,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_XorY,XY,XorY,catdog,catordog,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_X,XY,X,catdog,dog,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_XandY,X,XandY,ele,catandele,wrong,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,X_X,X,X,cat,cat,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_XorY,XY,XorY,dogele,dogorele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_XandY,XY,XandY,catele,catandele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon83,female,29,english,No,XY_X,XY,X,catele,ele,right,Logical reasoning?,"No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.",binary,NA,NA
anon84,male,25,English,Yes,X_X,X,X,dog,dog,right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_X,XY,X,catele,cat,kinda right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_X,X,X,cat,cat,right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_XorY,X,XorY,cat,catordog,kinda wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_XandY,X,XandY,ele,catandele,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_Z,XY,Z,dogele,cat,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_XandY,XY,XandY,catele,catandele,right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_Z,XY,Z,catdog,ele,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_X,XY,X,dogele,ele,kinda right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_XorY,XY,XorY,dogele,dogorele,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_XandY,XY,XandY,dogele,dogandele,right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_Z,X,Z,ele,cat,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_Z,XY,Z,catele,dog,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_Z,X,Z,dog,cat,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_X,XY,X,dogele,dog,kinda right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_XandY,X,XandY,ele,dogandele,kinda wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_XorY,X,XorY,dog,catordog,kinda right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_XandY,X,XandY,dog,dogandele,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_Z,X,Z,cat,ele,wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_XandY,XY,XandY,catdog,catanddog,right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_XorY,XY,XorY,catdog,catordog,kinda wrong,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_XorY,X,XorY,ele,catorele,kinda right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,XY_XorY,XY,XorY,catele,catorele,kinda right,It was about perceptions.,no,quatenary,NA,NA
anon84,male,25,English,Yes,X_X,X,X,ele,ele,right,It was about perceptions.,no,quatenary,NA,NA
anon86,female,21,English,No,XY_Z,XY,Z,dogele,cat,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_X,X,X,cat,cat,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_XorY,XY,XorY,catele,catorele,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_X,XY,X,catdog,dog,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_XorY,X,XorY,cat,catorele,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_Z,XY,Z,catdog,ele,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_Z,XY,Z,catele,dog,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_XandY,X,XandY,dog,dogandele,kinda wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_XandY,XY,XandY,catele,catandele,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_XorY,X,XorY,dog,dogorele,kinda right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_XandY,XY,XandY,catdog,catanddog,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_XandY,X,XandY,cat,catanddog,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_X,X,X,dog,dog,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_XandY,X,XandY,ele,dogandele,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_XorY,XY,XorY,catdog,catordog,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_XorY,X,XorY,dog,catordog,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_X,XY,X,catele,cat,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_X,XY,X,catdog,cat,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_Z,X,Z,ele,cat,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_Z,X,Z,cat,ele,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_XorY,XY,XorY,dogele,dogorele,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_Z,X,Z,cat,dog,wrong,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,XY_XandY,XY,XandY,dogele,dogandele,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon86,female,21,English,No,X_X,X,X,ele,ele,right,To see how people interpret statements that could be seen in multiple ways,NA,quatenary,NA,NA
anon88,female,28,English,No,XY_Z,XY,Z,dogele,cat,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_XandY,XY,XandY,catdog,catanddog,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_X,X,X,cat,cat,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_XorY,X,XorY,ele,dogorele,kinda right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_Z,XY,Z,catele,dog,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_XandY,XY,XandY,catele,catandele,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_XorY,X,XorY,dog,dogorele,kinda right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_Z,X,Z,ele,dog,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_XandY,X,XandY,dog,catanddog,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_XandY,X,XandY,ele,catandele,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_X,XY,X,catele,cat,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_X,X,X,dog,dog,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_Z,X,Z,dog,cat,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_XorY,X,XorY,ele,catorele,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_XandY,XY,XandY,dogele,dogandele,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_XandY,X,XandY,cat,catanddog,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_XorY,XY,XorY,catele,catorele,kinda wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_X,XY,X,dogele,dog,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_XorY,XY,XorY,catdog,catordog,kinda right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_Z,X,Z,cat,dog,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_X,XY,X,dogele,ele,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,X_X,X,X,ele,ele,right,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_Z,XY,Z,catdog,ele,wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon88,female,28,English,No,XY_XorY,XY,XorY,dogele,dogorele,kinda wrong,to see what i think a lie is,no issues,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_X,X,X,ele,ele,right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_X,XY,X,catdog,dog,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_XorY,X,XorY,cat,catordog,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_X,X,X,cat,cat,right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_XorY,XY,XorY,catele,catorele,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_XorY,X,XorY,ele,dogorele,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_Z,XY,Z,catdog,ele,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_XandY,XY,XandY,catele,catandele,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_X,X,X,dog,dog,right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_XorY,X,XorY,dog,catordog,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
