"","participant","order","gender","age","language","trial_type","response_type","guess_type","guess","card_type","card","logical_training","response","duration","aim","comments"
"180","anon15",12,"male","49","English","X_X","true-false","X","dog","X","DOG","No","True",1600,"To see how people would interpret the questions. ","No problems. Thank you. "
"181","anon15",13,"male","49","English","XY_XorY","true-false","XorY","catorele","XY","CATELE","No","False",7251,"To see how people would interpret the questions. ","No problems. Thank you. "
"182","anon15",14,"male","49","English","XY_Z","true-false","Z","dog","XY","CATELE","No","False",2746,"To see how people would interpret the questions. ","No problems. Thank you. "
"183","anon15",15,"male","49","English","XY_X","true-false","X","dog","XY","CATDOG","No","True",1832,"To see how people would interpret the questions. ","No problems. Thank you. "
"184","anon15",16,"male","49","English","X_Z","true-false","Z","ele","X","CAT","No","False",1790,"To see how people would interpret the questions. ","No problems. Thank you. "
"185","anon15",17,"male","49","English","XY_XorY","true-false","XorY","catordog","XY","CATDOG","No","False",4256,"To see how people would interpret the questions. ","No problems. Thank you. "
"186","anon15",18,"male","49","English","X_XorY","true-false","XorY","dogorele","X","ELE","No","True",2695,"To see how people would interpret the questions. ","No problems. Thank you. "
"187","anon15",19,"male","49","English","XY_XandY","true-false","XandY","catandele","XY","CATELE","No","True",3194,"To see how people would interpret the questions. ","No problems. Thank you. "
"188","anon15",20,"male","49","English","XY_XorY","true-false","XorY","dogorele","XY","DOGELE","No","False",2707,"To see how people would interpret the questions. ","No problems. Thank you. "
"189","anon15",21,"male","49","English","X_XorY","true-false","XorY","catordog","X","DOG","No","True",2358,"To see how people would interpret the questions. ","No problems. Thank you. "
"190","anon15",22,"male","49","English","XY_Z","true-false","Z","ele","XY","CATDOG","No","False",2088,"To see how people would interpret the questions. ","No problems. Thank you. "
"191","anon15",23,"male","49","English","X_XandY","true-false","XandY","catanddog","X","DOG","No","False",3831,"To see how people would interpret the questions. ","No problems. Thank you. "
"192","anon15",24,"male","49","English","X_XandY","true-false","XandY","dogandele","X","ELE","No","False",2906,"To see how people would interpret the questions. ","No problems. Thank you. "
"193","anon16",1,"female","26","English","XY_Z","quinary","Z","ele","XY","CATDOG","No","Wrong",4718,"perceptions of right and wrong","no issues"
"194","anon16",2,"female","26","English","XY_X","quinary","X","ele","XY","DOGELE","No","Right",10497,"perceptions of right and wrong","no issues"
"195","anon16",3,"female","26","English","X_XorY","quinary","XorY","dogorele","X","DOG","No","Wrong",54654,"perceptions of right and wrong","no issues"
"196","anon16",4,"female","26","English","XY_X","quinary","X","cat","XY","CATDOG","No","Right",34335,"perceptions of right and wrong","no issues"
"197","anon16",5,"female","26","English","X_X","quinary","X","cat","X","CAT","No","Right",2743,"perceptions of right and wrong","no issues"
"198","anon16",6,"female","26","English","X_Z","quinary","Z","dog","X","ELE","No","Wrong",2664,"perceptions of right and wrong","no issues"
"199","anon16",7,"female","26","English","XY_XandY","quinary","XandY","catandele","XY","CATELE","No","Right",3395,"perceptions of right and wrong","no issues"
"200","anon16",8,"female","26","English","X_X","quinary","X","dog","X","DOG","No","Right",3729,"perceptions of right and wrong","no issues"
"201","anon16",9,"female","26","English","X_XorY","quinary","XorY","catordog","X","CAT","No","Right",4647,"perceptions of right and wrong","no issues"
"202","anon16",10,"female","26","English","XY_X","quinary","X","cat","XY","CATELE","No","Right",2569,"perceptions of right and wrong","no issues"
"203","anon16",11,"female","26","English","X_XandY","quinary","XandY","catanddog","X","CAT","No","Kinda Right",3151,"perceptions of right and wrong","no issues"
"204","anon16",12,"female","26","English","XY_Z","quinary","Z","cat","XY","DOGELE","No","Wrong",3704,"perceptions of right and wrong","no issues"
"205","anon16",13,"female","26","English","XY_XandY","quinary","XandY","catanddog","XY","CATDOG","No","Right",3575,"perceptions of right and wrong","no issues"
"206","anon16",14,"female","26","English","XY_XorY","quinary","XorY","catorele","XY","CATELE","No","Right",2579,"perceptions of right and wrong","no issues"
"207","anon16",15,"female","26","English","X_Z","quinary","Z","cat","X","DOG","No","Wrong",2511,"perceptions of right and wrong","no issues"
"208","anon16",16,"female","26","English","X_X","quinary","X","ele","X","ELE","No","Right",3006,"perceptions of right and wrong","no issues"
"209","anon16",17,"female","26","English","X_XandY","quinary","XandY","dogandele","X","ELE","No","Kinda Right",2696,"perceptions of right and wrong","no issues"
"210","anon16",18,"female","26","English","X_Z","quinary","Z","dog","X","CAT","No","Wrong",2296,"perceptions of right and wrong","no issues"
"211","anon16",19,"female","26","English","XY_XandY","quinary","XandY","dogandele","XY","DOGELE","No","Right",2598,"perceptions of right and wrong","no issues"
"212","anon16",20,"female","26","English","XY_XorY","quinary","XorY","dogorele","XY","DOGELE","No","Kinda Right",4594,"perceptions of right and wrong","no issues"
"213","anon16",21,"female","26","English","XY_XorY","quinary","XorY","catordog","XY","CATDOG","No","Kinda Right",4078,"perceptions of right and wrong","no issues"
"214","anon16",22,"female","26","English","X_XorY","quinary","XorY","catordog","X","DOG","No","Right",2638,"perceptions of right and wrong","no issues"
"215","anon16",23,"female","26","English","XY_Z","quinary","Z","dog","XY","CATELE","No","Wrong",2544,"perceptions of right and wrong","no issues"
"216","anon16",24,"female","26","English","X_XandY","quinary","XandY","catandele","X","ELE","No","Kinda Right",5391,"perceptions of right and wrong","no issues"
"217","anon17",1,"male","23","English","XY_X","quinary","X","dog","XY","DOGELE","No","Right",3202,"It was about perceptions.",""
"218","anon17",2,"male","23","English","X_XandY","quinary","XandY","catandele","X","CAT","No","Wrong",4221,"It was about perceptions.",""
"219","anon17",3,"male","23","English","XY_Z","quinary","Z","dog","XY","CATELE","No","Wrong",3833,"It was about perceptions.",""
"220","anon17",4,"male","23","English","X_Z","quinary","Z","dog","X","ELE","No","Wrong",1808,"It was about perceptions.",""
"221","anon17",5,"male","23","English","XY_X","quinary","X","dog","XY","CATDOG","No","Kinda Right",2664,"It was about perceptions.",""
"222","anon17",6,"male","23","English","X_X","quinary","X","dog","X","DOG","No","Right",1505,"It was about perceptions.",""
"223","anon17",7,"male","23","English","XY_Z","quinary","Z","ele","XY","CATDOG","No","Wrong",2242,"It was about perceptions.",""
"224","anon17",8,"male","23","English","X_XandY","quinary","XandY","catanddog","X","DOG","No","Wrong",5984,"It was about perceptions.",""
"225","anon17",9,"male","23","English","X_Z","quinary","Z","ele","X","CAT","No","Wrong",1616,"It was about perceptions.",""
"226","anon17",10,"male","23","English","X_XorY","quinary","XorY","dogorele","X","ELE","No","Wrong",2545,"It was about perceptions.",""
"227","anon17",11,"male","23","English","X_XorY","quinary","XorY","catorele","X","CAT","No","Right",3601,"It was about perceptions.",""
"228","anon17",12,"male","23","English","X_X","quinary","X","ele","X","ELE","No","Right",2313,"It was about perceptions.",""
"229","anon17",13,"male","23","English","XY_XandY","quinary","XandY","dogandele","XY","DOGELE","No","Right",2984,"It was about perceptions.",""
"230","anon17",14,"male","23","English","XY_XandY","quinary","XandY","catandele","XY","CATELE","No","Right",2922,"It was about perceptions.",""
"231","anon17",15,"male","23","English","X_X","quinary","X","cat","X","CAT","No","Right",1337,"It was about perceptions.",""
"232","anon17",16,"male","23","English","X_XandY","quinary","XandY","catandele","X","ELE","No","Wrong",2089,"It was about perceptions.",""
"233","anon17",17,"male","23","English","XY_XandY","quinary","XandY","catanddog","XY","CATDOG","No","Right",3416,"It was about perceptions.",""
"234","anon17",18,"male","23","English","X_XorY","quinary","XorY","catordog","X","CAT","No","Right",2825,"It was about perceptions.",""
"235","anon17",19,"male","23","English","XY_Z","quinary","Z","cat","XY","DOGELE","No","Wrong",4097,"It was about perceptions.",""
"236","anon17",20,"male","23","English","XY_XorY","quinary","XorY","catorele","XY","CATELE","No","Kinda Wrong",3552,"It was about perceptions.",""
"237","anon17",21,"male","23","English","XY_XorY","quinary","XorY","catordog","XY","CATDOG","No","Kinda Wrong",3057,"It was about perceptions.",""
"238","anon17",22,"male","23","English","XY_X","quinary","X","cat","XY","CATELE","No","Kinda Right",2473,"It was about perceptions.",""
"239","anon17",23,"male","23","English","XY_XorY","quinary","XorY","dogorele","XY","DOGELE","No","Kinda Right",4296,"It was about perceptions.",""
"240","anon17",24,"male","23","English","X_Z","quinary","Z","ele","X","DOG","No","Wrong",1872,"It was about perceptions.",""
"241","anon18",1,"male","27","English","X_XorY","true-false","XorY","catorele","X","CAT","Yes","True",3825,"I don't know",""
"242","anon18",2,"male","27","English","X_XandY","true-false","XandY","catanddog","X","CAT","Yes","False",2560,"I don't know",""
"243","anon18",3,"male","27","English","X_XandY","true-false","XandY","catandele","X","CAT","Yes","False",1784,"I don't know",""
"244","anon18",4,"male","27","English","XY_XandY","true-false","XandY","catanddog","XY","CATDOG","Yes","True",2170,"I don't know",""
"245","anon18",5,"male","27","English","X_XorY","true-false","XorY","catordog","X","CAT","Yes","True",1849,"I don't know",""
"246","anon18",6,"male","27","English","X_X","true-false","X","dog","X","DOG","Yes","True",3608,"I don't know",""
"247","anon18",7,"male","27","English","XY_X","true-false","X","cat","XY","CATDOG","Yes","True",2618,"I don't know",""
"248","anon18",8,"male","27","English","XY_XorY","true-false","XorY","catordog","XY","CATDOG","Yes","False",2897,"I don't know",""
"249","anon18",9,"male","27","English","XY_X","true-false","X","ele","XY","DOGELE","Yes","True",3497,"I don't know",""
"250","anon18",10,"male","27","English","XY_Z","true-false","Z","ele","XY","CATDOG","Yes","False",2504,"I don't know",""
"251","anon18",11,"male","27","English","X_Z","true-false","Z","ele","X","CAT","Yes","False",1658,"I don't know",""
"252","anon18",12,"male","27","English","XY_XandY","true-false","XandY","catandele","XY","CATELE","Yes","True",2393,"I don't know",""
"253","anon18",13,"male","27","English","XY_X","true-false","X","dog","XY","DOGELE","Yes","True",1537,"I don't know",""
"254","anon18",14,"male","27","English","XY_XorY","true-false","XorY","catorele","XY","CATELE","Yes","False",2777,"I don't know",""
"255","anon18",15,"male","27","English","XY_XorY","true-false","XorY","dogorele","XY","DOGELE","Yes","False",3251,"I don't know",""
"256","anon18",16,"male","27","English","X_XandY","true-false","XandY","dogandele","X","ELE","Yes","False",3687,"I don't know",""
"257","anon18",17,"male","27","English","X_Z","true-false","Z","dog","X","ELE","Yes","False",1584,"I don't know",""
"258","anon18",18,"male","27","English","X_X","true-false","X","ele","X","ELE","Yes","True",2153,"I don't know",""
"259","anon18",19,"male","27","English","XY_XandY","true-false","XandY","dogandele","XY","DOGELE","Yes","True",2034,"I don't know",""
"260","anon18",20,"male","27","English","X_Z","true-false","Z","ele","X","DOG","Yes","False",1562,"I don't know",""
"261","anon18",21,"male","27","English","X_X","true-false","X","cat","X","CAT","Yes","True",2450,"I don't know",""
"262","anon18",22,"male","27","English","XY_Z","true-false","Z","cat","XY","DOGELE","Yes","False",1369,"I don't know",""
"263","anon18",23,"male","27","English","X_XorY","true-false","XorY","catorele","X","ELE","Yes","True",2137,"I don't know",""
"264","anon18",24,"male","27","English","XY_Z","true-false","Z","dog","XY","CATELE","Yes","False",3026,"I don't know",""
"265","anon19",1,"male","43","English","XY_XorY","quinary","XorY","catordog","XY","CATDOG","No","Kinda Right",28870,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"266","anon19",2,"male","43","English","XY_Z","quinary","Z","dog","XY","CATELE","No","Wrong",3773,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"267","anon19",3,"male","43","English","X_XorY","quinary","XorY","catorele","X","ELE","No","Right",3088,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"268","anon19",4,"male","43","English","X_XandY","quinary","XandY","catanddog","X","DOG","No","Wrong",2884,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"269","anon19",5,"male","43","English","X_XorY","quinary","XorY","catordog","X","DOG","No","Right",2967,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"270","anon19",6,"male","43","English","X_X","quinary","X","dog","X","DOG","No","Right",2048,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"271","anon19",7,"male","43","English","X_Z","quinary","Z","dog","X","CAT","No","Wrong",2881,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"272","anon19",8,"male","43","English","X_XandY","quinary","XandY","catandele","X","ELE","No","Wrong",24113,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"273","anon19",9,"male","43","English","XY_X","quinary","X","ele","XY","CATELE","No","Right",5640,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"274","anon19",10,"male","43","English","X_Z","quinary","Z","ele","X","CAT","No","Wrong",2678,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"275","anon19",11,"male","43","English","XY_XandY","quinary","XandY","catandele","XY","CATELE","No","Right",3057,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"276","anon19",12,"male","43","English","XY_X","quinary","X","cat","XY","CATDOG","No","Kinda Right",5170,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"277","anon19",13,"male","43","English","XY_XorY","quinary","XorY","catorele","XY","CATELE","No","Kinda Right",6525,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"278","anon19",14,"male","43","English","XY_X","quinary","X","dog","XY","CATDOG","No","Kinda Right",2391,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"279","anon19",15,"male","43","English","XY_XandY","quinary","XandY","dogandele","XY","DOGELE","No","Right",2713,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"280","anon19",16,"male","43","English","XY_Z","quinary","Z","cat","XY","DOGELE","No","Wrong",2771,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"281","anon19",17,"male","43","English","XY_XandY","quinary","XandY","catanddog","XY","CATDOG","No","Right",2817,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"282","anon19",18,"male","43","English","X_XandY","quinary","XandY","catanddog","X","CAT","No","Wrong",3079,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"283","anon19",19,"male","43","English","XY_Z","quinary","Z","ele","XY","CATDOG","No","Wrong",2549,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"284","anon19",20,"male","43","English","XY_XorY","quinary","XorY","dogorele","XY","DOGELE","No","Right",6634,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"285","anon19",21,"male","43","English","X_X","quinary","X","cat","X","CAT","No","Right",1697,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"286","anon19",22,"male","43","English","X_XorY","quinary","XorY","dogorele","X","ELE","No","Right",3393,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"287","anon19",23,"male","43","English","X_X","quinary","X","ele","X","ELE","No","Right",2134,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"288","anon19",24,"male","43","English","X_Z","quinary","Z","cat","X","ELE","No","Wrong",2303,"I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys. ","No issues. Thank you for letting me participate. "
"289","anon2",1,"female","61","English","XY_XandY","true-false","XandY","catandele","XY","CATELE","No","True",9805,"To see if I understand the wording of a phrase.","No problems"
"290","anon2",2,"female","61","English","XY_XandY","true-false","XandY","dogandele","XY","DOGELE","No","True",5032,"To see if I understand the wording of a phrase.","No problems"
"291","anon2",3,"female","61","English","X_XorY","true-false","XorY","dogorele","X","DOG","No","True",7371,"To see if I understand the wording of a phrase.","No problems"
"292","anon2",4,"female","61","English","XY_XorY","true-false","XorY","catorele","XY","CATELE","No","False",17387,"To see if I understand the wording of a phrase.","No problems"
"293","anon2",5,"female","61","English","XY_X","true-false","X","cat","XY","CATELE","No","False",7697,"To see if I understand the wording of a phrase.","No problems"
"294","anon2",6,"female","61","English","XY_X","true-false","X","dog","XY","DOGELE","No","False",3432,"To see if I understand the wording of a phrase.","No problems"
"295","anon2",7,"female","61","English","XY_Z","true-false","Z","dog","XY","CATELE","No","False",4178,"To see if I understand the wording of a phrase.","No problems"
"296","anon2",8,"female","61","English","X_XorY","true-false","XorY","catordog","X","CAT","No","True",14041,"To see if I understand the wording of a phrase.","No problems"
"297","anon2",9,"female","61","English","X_XorY","true-false","XorY","catorele","X","CAT","No","True",3601,"To see if I understand the wording of a phrase.","No problems"
"298","anon2",10,"female","61","English","X_XandY","true-false","XandY","catanddog","X","DOG","No","False",4353,"To see if I understand the wording of a phrase.","No problems"
"299","anon2",11,"female","61","English","X_Z","true-false","Z","ele","X","CAT","No","False",3488,"To see if I understand the wording of a phrase.","No problems"
"300","anon2",12,"female","61","English","X_X","true-false","X","ele","X","ELE","No","True",3417,"To see if I understand the wording of a phrase.","No problems"
"301","anon2",13,"female","61","English","X_Z","true-false","Z","cat","X","ELE","No","False",2850,"To see if I understand the wording of a phrase.","No problems"
"302","anon2",14,"female","61","English","XY_Z","true-false","Z","ele","XY","CATDOG","No","False",4104,"To see if I understand the wording of a phrase.","No problems"
"303","anon2",15,"female","61","English","XY_X","true-false","X","ele","XY","DOGELE","No","False",5264,"To see if I understand the wording of a phrase.","No problems"
"304","anon2",16,"female","61","English","X_X","true-false","X","dog","X","DOG","No","True",2906,"To see if I understand the wording of a phrase.","No problems"
"305","anon2",17,"female","61","English","XY_XandY","true-false","XandY","catanddog","XY","CATDOG","No","True",4360,"To see if I understand the wording of a phrase.","No problems"
"306","anon2",18,"female","61","English","XY_XorY","true-false","XorY","catordog","XY","CATDOG","No","False",5152,"To see if I understand the wording of a phrase.","No problems"
"307","anon2",19,"female","61","English","XY_Z","true-false","Z","cat","XY","DOGELE","No","False",2856,"To see if I understand the wording of a phrase.","No problems"
"308","anon2",20,"female","61","English","X_XandY","true-false","XandY","dogandele","X","DOG","No","False",4736,"To see if I understand the wording of a phrase.","No problems"
"309","anon2",21,"female","61","English","X_X","true-false","X","cat","X","CAT","No","True",3289,"To see if I understand the wording of a phrase.","No problems"
"310","anon2",22,"female","61","English","X_Z","true-false","Z","dog","X","ELE","No","False",2641,"To see if I understand the wording of a phrase.","No problems"
"311","anon2",23,"female","61","English","X_XandY","true-false","XandY","catandele","X","ELE","No","False",3866,"To see if I understand the wording of a phrase.","No problems"
"312","anon2",24,"female","61","English","XY_XorY","true-false","XorY","dogorele","XY","DOGELE","No","False",6647,"To see if I understand the wording of a phrase.","No problems"
"313","anon3",1,"male","25","ENglish","X_XorY","true-false","XorY","dogorele","X","DOG","No","True",4443,"human behavior",""
"314","anon3",2,"male","25","ENglish","XY_Z","true-false","Z","cat","XY","DOGELE","No","False",2070,"human behavior",""
"315","anon3",3,"male","25","ENglish","X_XandY","true-false","XandY","dogandele","X","DOG","No","False",2566,"human behavior",""
"316","anon3",4,"male","25","ENglish","XY_XorY","true-false","XorY","dogorele","XY","DOGELE","No","True",7636,"human behavior",""
"317","anon3",5,"male","25","ENglish","X_XandY","true-false","XandY","catanddog","X","CAT","No","False",3444,"human behavior",""
"318","anon3",6,"male","25","ENglish","X_XandY","true-false","XandY","catandele","X","CAT","No","False",4706,"human behavior",""
"319","anon3",7,"male","25","ENglish","X_Z","true-false","Z","cat","X","DOG","No","False",2277,"human behavior",""
"320","anon3",8,"male","25","ENglish","XY_XorY","true-false","XorY","catorele","XY","CATELE","No","True",2717,"human behavior",""
"321","anon3",9,"male","25","ENglish","X_Z","true-false","Z","dog","X","ELE","No","False",1813,"human behavior",""
"322","anon3",10,"male","25","ENglish","XY_XandY","true-false","XandY","dogandele","XY","DOGELE","No","True",2773,"human behavior",""
"323","anon3",11,"male","25","ENglish","X_XorY","true-false","XorY","catorele","X","CAT","No","True",2473,"human behavior",""
"324","anon3",12,"male","25","ENglish","XY_X","true-false","X","ele","XY","CATELE","No","True",2349,"human behavior",""
"325","anon3",13,"male","25","ENglish","X_X","true-false","X","ele","X","ELE","No","True",1560,"human behavior",""
"326","anon3",14,"male","25","ENglish","X_X","true-false","X","dog","X","DOG","No","True",1518,"human behavior",""
"327","anon3",15,"male","25","ENglish","XY_X","true-false","X","cat","XY","CATELE","No","True",15163,"human behavior",""
"328","anon3",16,"male","25","ENglish","X_XorY","true-false","XorY","catordog","X","CAT","No","True",1915,"human behavior",""
"329","anon3",17,"male","25","ENglish","XY_Z","true-false","Z","dog","XY","CATELE","No","False",2343,"human behavior",""
"330","anon3",18,"male","25","ENglish","X_X","true-false","X","cat","X","CAT","No","True",1490,"human behavior",""
"331","anon3",19,"male","25","ENglish","XY_X","true-false","X","cat","XY","CATDOG","No","True",1549,"human behavior",""
"332","anon3",20,"male","25","ENglish","XY_XandY","true-false","XandY","catandele","XY","CATELE","No","True",2293,"human behavior",""
"333","anon3",21,"male","25","ENglish","XY_Z","true-false","Z","ele","XY","CATDOG","No","False",1898,"human behavior",""
"334","anon3",22,"male","25","ENglish","X_Z","true-false","Z","ele","X","CAT","No","False",1478,"human behavior",""
"335","anon3",23,"male","25","ENglish","XY_XandY","true-false","XandY","catanddog","XY","CATDOG","No","True",2228,"human behavior",""
"336","anon3",24,"male","25","ENglish","XY_XorY","true-false","XorY","catordog","XY","CATDOG","No","True",3134,"human behavior",""
"337","anon4",1,"male","25","eng","X_X","quinary","X","cat","X","CAT","No","Kinda Wrong",1823,"0",""
"338","anon4",2,"male","25","eng","X_XandY","quinary","XandY","dogandele","X","DOG","No","Wrong",2934,"0",""
"339","anon4",3,"male","25","eng","X_X","quinary","X","dog","X","DOG","No","Right",1975,"0",""
"340","anon4",4,"male","25","eng","XY_Z","quinary","Z","ele","XY","CATDOG","No","Wrong",2874,"0",""
"341","anon4",5,"male","25","eng","XY_XorY","quinary","XorY","catordog","XY","CATDOG","No","Kinda Right",25895,"0",""
"342","anon4",6,"male","25","eng","XY_X","quinary","X","ele","XY","CATELE","No","Kinda Right",19302,"0",""
"343","anon4",7,"male","25","eng","XY_Z","quinary","Z","dog","XY","CATELE","No","Wrong",2470,"0",""
"344","anon4",8,"male","25","eng","XY_X","quinary","X","dog","XY","CATDOG","No","Right",1789,"0",""
"345","anon4",9,"male","25","eng","X_XorY","quinary","XorY","catordog","X","DOG","No","Kinda Right",2174,"0",""
"346","anon4",10,"male","25","eng","X_Z","quinary","Z","dog","X","ELE","No","Right",7525,"0",""
"347","anon4",11,"male","25","eng","XY_XandY","quinary","XandY","catanddog","XY","CATDOG","No","Right",2465,"0",""
"348","anon4",12,"male","25","eng","X_X","quinary","X","ele","X","ELE","No","Right",1719,"0",""
"349","anon4",13,"male","25","eng","XY_Z","quinary","Z","cat","XY","DOGELE","No","Wrong",8470,"0",""
"350","anon4",14,"male","25","eng","XY_XandY","quinary","XandY","catandele","XY","CATELE","No","Right",3567,"0",""
"351","anon4",15,"male","25","eng","X_XandY","quinary","XandY","catanddog","X","DOG","No","Wrong",4293,"0",""
"352","anon4",16,"male","25","eng","X_XorY","quinary","XorY","catordog","X","CAT","No","Right",3071,"0",""
"353","anon4",17,"male","25","eng","X_Z","quinary","Z","cat","X","ELE","No","Wrong",1873,"0",""
"354","anon4",18,"male","25","eng","XY_XorY","quinary","XorY","catorele","XY","CATELE","No","Kinda Right",4448,"0",""
"355","anon4",19,"male","25","eng","X_Z","quinary","Z","ele","X","CAT","No","Wrong",2330,"0",""
"356","anon4",20,"male","25","eng","X_XorY","quinary","XorY","catorele","X","ELE","No","Right",3561,"0",""
"357","anon4",21,"male","25","eng","XY_X","quinary","X","cat","XY","CATELE","No","Right",1813,"0",""
"358","anon4",22,"male","25","eng","X_XandY","quinary","XandY","dogandele","X","ELE","No","Wrong",2419,"0",""
"359","anon4",23,"male","25","eng","XY_XorY","quinary","XorY","dogorele","XY","DOGELE","No","Right",2880,"0",""
"360","anon4",24,"male","25","eng","XY_XandY","quinary","XandY","dogandele","XY","DOGELE","No","Right",3701,"0",""
"361","anon5",1,"male","59","English","X_X","quinary","X","cat","X","CAT","No","Right",8016,"unsure",""
"362","anon5",2,"male","59","English","XY_Z","quinary","Z","ele","XY","CATDOG","No","Wrong",5682,"unsure",""
"363","anon5",3,"male","59","English","X_XandY","quinary","XandY","catanddog","X","DOG","No","Wrong",7350,"unsure",""
"364","anon5",4,"male","59","English","X_X","quinary","X","ele","X","ELE","No","Right",4067,"unsure",""
"365","anon5",5,"male","59","English","X_XandY","quinary","XandY","catanddog","X","CAT","No","Wrong",4533,"unsure",""
"366","anon5",6,"male","59","English","XY_XorY","quinary","XorY","catordog","XY","CATDOG","No","Kinda Right",7154,"unsure",""
"367","anon5",7,"male","59","English","XY_X","quinary","X","dog","XY","DOGELE","No","Right",6413,"unsure",""
"368","anon5",8,"male","59","English","XY_XandY","quinary","XandY","catandele","XY","CATELE","No","Right",4952,"unsure",""
"369","anon5",9,"male","59","English","X_XorY","quinary","XorY","dogorele","X","DOG","No","Right",6036,"unsure",""
"370","anon5",10,"male","59","English","XY_XorY","quinary","XorY","dogorele","XY","DOGELE","No","Kinda Wrong",14878,"unsure",""
"371","anon5",11,"male","59","English","XY_Z","quinary","Z","dog","XY","CATELE","No","Wrong",5367,"unsure",""
"372","anon5",12,"male","59","English","X_X","quinary","X","dog","X","DOG","No","Right",3726,"unsure",""
"373","anon5",13,"male","59","English","X_XorY","quinary","XorY","catorele","X","CAT","No","Right",5136,"unsure",""
"374","anon5",14,"male","59","English","XY_XandY","quinary","XandY","dogandele","XY","DOGELE","No","Right",4797,"unsure",""
"375","anon5",15,"male","59","English","X_Z","quinary","Z","ele","X","DOG","No","Wrong",3888,"unsure",""
"376","anon5",16,"male","59","English","XY_X","quinary","X","cat","XY","CATDOG","No","Right",4482,"unsure",""
"377","anon5",17,"male","59","English","X_Z","quinary","Z","dog","X","CAT","No","Wrong",3866,"unsure",""
"378","anon5",18,"male","59","English","XY_XandY","quinary","XandY","catanddog","XY","CATDOG","No","Right",4633,"unsure",""
"379","anon5",19,"male","59","English","X_XandY","quinary","XandY","catandele","X","ELE","No","Wrong",4331,"unsure",""
"380","anon5",20,"male","59","English","X_Z","quinary","Z","cat","X","ELE","No","Wrong",3600,"unsure",""
"381","anon5",21,"male","59","English","XY_XorY","quinary","XorY","catorele","XY","CATELE","No","Kinda Wrong",12295,"unsure",""
"382","anon5",22,"male","59","English","X_XorY","quinary","XorY","catordog","X","DOG","No","Right",9386,"unsure",""
"383","anon5",23,"male","59","English","XY_Z","quinary","Z","cat","XY","DOGELE","No","Wrong",4270,"unsure",""
"384","anon5",24,"male","59","English","XY_X","quinary","X","ele","XY","DOGELE","No","Right",4415,"unsure",""
"385","anon6",1,"female","27","English","XY_XandY","true-false","XandY","catandele","XY","CATELE","No","False",10690,"I'm not sure","The first image did not load. I just clicked false to move on to see what would happen on the next. I was about to return the HIT when I thought about right clicking where the picture should be, and when I did, it gave me the option to open the image in a new tab. That worked, and when I went back to the HIT tab, the images finally started to load on their own. I was able to complete the HIT fine after that. "
