participant,gender,age,language,logical_training,card_type,guess_type,card,guess,response,aim,comments,type
anon56,male,30,English,No,XY,XorY,catele,catorele,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,X,cat,cat,1,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,XandY,catele,catandele,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,XandY,dog,catanddog,0,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,XandY,dogele,dogandele,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,XorY,dog,dogorele,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,Z,ele,dog,0,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,XorY,catdog,catordog,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,XandY,dog,dogandele,0,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,XandY,catdog,catanddog,1,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,Z,dogele,cat,0,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,XorY,dogele,dogorele,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,XandY,cat,catanddog,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,X,ele,ele,1,I am not sure.,N/A,binary
anon56,male,30,English,No,X,Z,cat,dog,0,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,X,catdog,cat,1,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,Z,catdog,ele,0,I am not sure.,N/A,binary
anon56,male,30,English,No,XY,Z,catele,dog,0,I am not sure.,N/A,binary
anon57,female,37,english,No,XY,XorY,catele,catorele,68,I don't know,,slider
anon57,female,37,english,No,X,X,cat,cat,100,I don't know,,slider
anon57,female,37,english,No,X,XandY,dog,dogandele,0,I don't know,,slider
anon57,female,37,english,No,XY,XorY,dogele,dogorele,2,I don't know,,slider
anon57,female,37,english,No,X,Z,ele,cat,0,I don't know,,slider
anon57,female,37,english,No,XY,XandY,dogele,dogandele,100,I don't know,,slider
anon57,female,37,english,No,X,XorY,cat,catorele,20,I don't know,,slider
anon57,female,37,english,No,XY,XandY,catdog,catanddog,100,I don't know,,slider
anon57,female,37,english,No,XY,Z,catdog,ele,0,I don't know,,slider
anon57,female,37,english,No,XY,Z,dogele,cat,0,I don't know,,slider
anon57,female,37,english,No,XY,Z,catele,dog,0,I don't know,,slider
anon57,female,37,english,No,X,XandY,ele,catandele,72,I don't know,,slider
anon57,female,37,english,No,X,X,ele,ele,100,I don't know,,slider
anon57,female,37,english,No,X,Z,cat,ele,0,I don't know,,slider
anon57,female,37,english,No,X,Z,cat,dog,0,I don't know,,slider
anon57,female,37,english,No,XY,X,catele,cat,94,I don't know,,slider
anon57,female,37,english,No,XY,X,dogele,dog,93,I don't know,,slider
anon57,female,37,english,No,X,XorY,dog,dogorele,100,I don't know,,slider
anon57,female,37,english,No,XY,XandY,catele,catandele,100,I don't know,,slider
anon57,female,37,english,No,XY,XorY,catdog,catordog,65,I don't know,,slider
anon57,female,37,english,No,X,XorY,ele,dogorele,97,I don't know,,slider
anon57,female,37,english,No,X,XandY,dog,catanddog,15,I don't know,,slider
anon57,female,37,english,No,XY,X,catdog,cat,91,I don't know,,slider
anon57,female,37,english,No,X,X,dog,dog,100,I don't know,,slider
anon58,male,22,english,No,X,XorY,dog,dogorele,3,I don't know,no,quatenary
anon58,male,22,english,No,XY,Z,dogele,cat,0,I don't know,no,quatenary
anon58,male,22,english,No,XY,XandY,catele,catandele,3,I don't know,no,quatenary
anon58,male,22,english,No,X,X,dog,dog,3,I don't know,no,quatenary
anon58,male,22,english,No,XY,XandY,dogele,dogandele,3,I don't know,no,quatenary
anon58,male,22,english,No,XY,X,catdog,dog,3,I don't know,no,quatenary
anon58,male,22,english,No,X,Z,cat,dog,0,I don't know,no,quatenary
anon58,male,22,english,No,X,XandY,cat,catanddog,0,I don't know,no,quatenary
anon58,male,22,english,No,X,XorY,dog,catordog,3,I don't know,no,quatenary
anon58,male,22,english,No,XY,X,catele,ele,3,I don't know,no,quatenary
anon58,male,22,english,No,X,Z,ele,dog,0,I don't know,no,quatenary
anon58,male,22,english,No,X,X,cat,cat,3,I don't know,no,quatenary
anon58,male,22,english,No,XY,Z,catele,dog,0,I don't know,no,quatenary
anon58,male,22,english,No,X,Z,cat,ele,0,I don't know,no,quatenary
anon58,male,22,english,No,XY,XorY,catele,catorele,0,I don't know,no,quatenary
anon58,male,22,english,No,XY,XandY,catdog,catanddog,3,I don't know,no,quatenary
anon58,male,22,english,No,XY,Z,catdog,ele,0,I don't know,no,quatenary
anon58,male,22,english,No,XY,XorY,dogele,dogorele,0,I don't know,no,quatenary
anon58,male,22,english,No,X,XorY,ele,dogorele,3,I don't know,no,quatenary
anon58,male,22,english,No,XY,XorY,catdog,catordog,0,I don't know,no,quatenary
anon58,male,22,english,No,X,XandY,ele,dogandele,0,I don't know,no,quatenary
anon58,male,22,english,No,X,XandY,dog,catanddog,0,I don't know,no,quatenary
anon58,male,22,english,No,XY,X,dogele,dog,3,I don't know,no,quatenary
anon58,male,22,english,No,X,X,ele,ele,3,I don't know,no,quatenary
anon59,female,37,English,No,X,X,ele,ele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,XorY,catdog,catordog,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,XandY,catele,catandele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,X,catele,cat,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,XandY,cat,catandele,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,Z,catdog,ele,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,Z,dogele,cat,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,XorY,ele,dogorele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,XorY,catele,catorele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,XandY,cat,catanddog,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,Z,catele,dog,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,XorY,cat,catordog,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,Z,cat,ele,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,X,dog,dog,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,XorY,cat,catorele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,XandY,catdog,catanddog,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,X,catele,ele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,X,catdog,dog,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,XandY,dogele,dogandele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,Z,ele,cat,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,XY,XorY,dogele,dogorele,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,X,cat,cat,1,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,XandY,dog,dogandele,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon59,female,37,English,No,X,Z,dog,cat,0,To learn how people determine if a statement is correct based on how the statement is written.,No issues.,binary
anon6,female,28,english,Yes,X,X,dog,dog,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,XandY,cat,catandele,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,XorY,catdog,catordog,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,X,cat,cat,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,X,dogele,dog,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,Z,cat,ele,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,XandY,catele,catandele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,XandY,catdog,catanddog,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,X,ele,ele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,XandY,dog,catanddog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,Z,catele,dog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,Z,dogele,cat,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,Z,ele,dog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,XorY,ele,catorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,XorY,cat,catorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,XandY,ele,dogandele,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,XorY,catele,catorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,XorY,dog,catordog,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,X,catdog,cat,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,X,Z,cat,dog,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,Z,catdog,ele,0,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,X,catele,cat,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,XorY,dogele,dogorele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon6,female,28,english,Yes,XY,XandY,dogele,dogandele,1,to see what the opinion was and when/if neither was used given the particular statement,,binary
anon60,female,25,English,No,X,XorY,dog,catordog,1,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,XorY,catdog,catordog,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,Z,dog,cat,0,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,Z,catele,dog,0,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,X,catele,cat,1,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,Z,catdog,ele,0,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,XorY,catele,catorele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,Z,dogele,cat,0,I am not sure.,No issues,binary
anon60,female,25,English,No,X,XorY,ele,catorele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,X,dogele,ele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,Z,ele,dog,0,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,XandY,catdog,catanddog,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,XorY,ele,dogorele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,XandY,cat,catanddog,0,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,X,catdog,cat,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,XandY,ele,catandele,0,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,XandY,dogele,dogandele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,XandY,ele,dogandele,0,I am not sure.,No issues,binary
anon60,female,25,English,No,X,X,ele,ele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,XandY,catele,catandele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,XY,XorY,dogele,dogorele,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,Z,cat,dog,0,I am not sure.,No issues,binary
anon60,female,25,English,No,X,X,cat,cat,1,I am not sure.,No issues,binary
anon60,female,25,English,No,X,X,dog,dog,1,I am not sure.,No issues,binary
anon61,female,35,English,Yes,XY,XandY,catele,catandele,1,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,Z,dogele,cat,0,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,Z,catele,dog,0,Not sure.,No.,binary
anon61,female,35,English,Yes,X,XandY,ele,catandele,0,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,XorY,catdog,catordog,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,X,ele,ele,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,X,cat,cat,1,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,X,catdog,dog,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,XorY,cat,catorele,1,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,XandY,catdog,catanddog,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,Z,cat,ele,0,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,X,catele,cat,1,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,XorY,catele,catorele,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,Z,ele,dog,0,Not sure.,No.,binary
anon61,female,35,English,Yes,X,XandY,dog,dogandele,0,Not sure.,No.,binary
anon61,female,35,English,Yes,X,XorY,dog,catordog,1,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,XandY,dogele,dogandele,1,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,Z,catdog,ele,0,Not sure.,No.,binary
anon61,female,35,English,Yes,X,XorY,cat,catordog,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,X,dog,dog,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,XandY,cat,catandele,0,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,XorY,dogele,dogorele,1,Not sure.,No.,binary
anon61,female,35,English,Yes,X,Z,ele,cat,0,Not sure.,No.,binary
anon61,female,35,English,Yes,XY,X,catdog,cat,1,Not sure.,No.,binary
anon62,male,30,english,Yes,XY,X,catele,ele,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,XandY,catele,catandele,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,XorY,catdog,catordog,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,XorY,cat,catordog,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,XandY,cat,catandele,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,XorY,cat,catorele,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,Z,dog,cat,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,X,catele,cat,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,Z,catdog,ele,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,Z,cat,ele,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,Z,catele,dog,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,X,ele,ele,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,XorY,dogele,dogorele,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,Z,dogele,cat,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,XorY,catele,catorele,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,XandY,dogele,dogandele,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,XandY,catdog,catanddog,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,Z,dog,ele,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,XandY,cat,catanddog,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,XandY,ele,catandele,0,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,X,cat,cat,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,XY,X,dogele,ele,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,XorY,ele,catorele,100,To see if people understand logic statements,no,slider
anon62,male,30,english,Yes,X,X,dog,dog,100,To see if people understand logic statements,no,slider
anon63,female,24,English,No,X,X,cat,cat,1,,,binary
anon63,female,24,English,No,XY,XorY,catdog,catordog,1,,,binary
anon63,female,24,English,No,XY,XorY,catele,catorele,1,,,binary
anon63,female,24,English,No,X,XorY,cat,catordog,1,,,binary
anon63,female,24,English,No,XY,X,dogele,ele,1,,,binary
anon63,female,24,English,No,XY,X,catele,cat,1,,,binary
anon63,female,24,English,No,XY,XandY,catele,catandele,1,,,binary
anon63,female,24,English,No,X,XorY,ele,dogorele,1,,,binary
anon63,female,24,English,No,XY,Z,catele,dog,0,,,binary
anon63,female,24,English,No,XY,Z,dogele,cat,0,,,binary
anon63,female,24,English,No,XY,XandY,catdog,catanddog,1,,,binary
anon63,female,24,English,No,X,XandY,cat,catandele,0,,,binary
anon63,female,24,English,No,X,XorY,ele,catorele,1,,,binary
anon63,female,24,English,No,X,X,ele,ele,1,,,binary
anon63,female,24,English,No,XY,XorY,dogele,dogorele,1,,,binary
anon63,female,24,English,No,X,Z,ele,dog,0,,,binary
anon63,female,24,English,No,XY,X,catdog,cat,1,,,binary
anon63,female,24,English,No,X,Z,ele,cat,0,,,binary
anon63,female,24,English,No,XY,Z,catdog,ele,0,,,binary
anon63,female,24,English,No,X,XandY,ele,catandele,0,,,binary
anon63,female,24,English,No,XY,XandY,dogele,dogandele,1,,,binary
anon63,female,24,English,No,X,X,dog,dog,1,,,binary
anon63,female,24,English,No,X,Z,dog,cat,0,,,binary
anon63,female,24,English,No,X,XandY,dog,dogandele,0,,,binary
anon64,male,30,English,No,XY,X,dogele,dog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,Z,dog,cat,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,XorY,cat,catorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,Z,catele,dog,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,XandY,dog,dogandele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,XandY,dogele,dogandele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,XorY,dogele,dogorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,X,ele,ele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,XandY,ele,catandele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,XorY,catdog,catordog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,X,cat,cat,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,Z,dog,ele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,XandY,cat,catandele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,XandY,catele,catandele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,Z,ele,cat,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,XandY,catdog,catanddog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,Z,catdog,ele,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,XorY,dog,dogorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,X,dogele,ele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,Z,dogele,cat,0,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,X,dog,dog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,X,XorY,cat,catordog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,XorY,catele,catorele,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon64,male,30,English,No,XY,X,catdog,dog,1,"Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ",,binary
anon65,male,28,English,No,XY,X,catdog,dog,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,Z,cat,ele,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,XorY,dog,dogorele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,XandY,catele,catandele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,Z,catdog,ele,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,X,cat,cat,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,Z,catele,dog,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,X,dogele,ele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,XandY,ele,catandele,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,X,ele,ele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,XandY,dog,dogandele,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,XandY,ele,dogandele,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,XorY,catele,catorele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,XorY,dogele,dogorele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,Z,dogele,cat,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,XorY,cat,catorele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,Z,dog,ele,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,X,catele,ele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,XandY,catdog,catanddog,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,XandY,dogele,dogandele,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,X,dog,dog,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,XY,XorY,catdog,catordog,1,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,Z,cat,dog,0,To see what decisions were correct to what was on the cards. ,,binary
anon65,male,28,English,No,X,XorY,cat,catordog,1,To see what decisions were correct to what was on the cards. ,,binary
anon66,male,31,english,No,XY,XandY,catdog,catanddog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,X,ele,ele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,XandY,catele,catandele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,XorY,cat,catorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,XorY,dog,dogorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,X,catele,cat,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,XorY,dog,catordog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,X,catdog,cat,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,XandY,cat,catandele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,XorY,dogele,dogorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,Z,catele,dog,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,Z,dogele,cat,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,XandY,dog,dogandele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,Z,catdog,ele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,X,dogele,ele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,X,cat,cat,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,Z,ele,dog,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,Z,ele,cat,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,X,dog,dog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,XorY,catele,catorele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,Z,cat,ele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,X,XandY,ele,catandele,0,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,XandY,dogele,dogandele,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon66,male,31,english,No,XY,XorY,catdog,catordog,3,I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.,thank you!,quatenary
anon67,male,42,English,No,X,XorY,dog,dogorele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
anon67,male,42,English,No,X,Z,ele,cat,0,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
anon67,male,42,English,No,XY,XandY,catele,catandele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
anon67,male,42,English,No,XY,XorY,dogele,dogorele,100,To see how people interpret the and/or operators.,No issues; very straightforward. Thank you!,slider
